doc_key,processed_entities,output_tokens
784,"Ingrid Barranco; GAStech; Sanjorge, Jr.; CENTRUM, Tethys; IPO; Orhan Strum; Vested; Collected; Kronos; $327.25 million; $96.25 million; Shares; Ada Campo-Corrente; Billionaire; Sanjorge, Sr.; Tiskele Bend; GAStech International; 2013/12/17",89
785,"GAStech International's logo; Government; Protest; and Around Abila; Great day; Others; Capital; Response; Abila; Capital; Sten Sanjorge, Jr.; GAStech International; G; Today; GAStech; Kronos",512
786,"Centrum; GAS; Kronos; Wellness for All; 1999/02/19; Sten Sanjorge, Jr.; Tethys; GAStech International",256
787,10:00; GAStech International IPO; Abila Police Department; Kronos Government; Abila Fire Department trucks; fire alarm; Edvard Vann; company officers; 2014/01/20; local Kronos time; Abila; GAStech International; G; main office; Kronos Government reception; investigation; Sten Sanjorge Jr.; GAStech International CEO; GAStech; Protectors of Kronos; Kronos; Kronos headquarters; GAStech IPO; Kronos Government officials; security executive; Kronos headquarters,512
788,Kronos; Bureau of Economics; Bureau of Economics; GAStech International,256
789,Developing Kronos; Kronos; Income; Infrastructure; European countries; Fossil-fuels; Cheap energy; United States,45
790,"GAStech; Centrum; 2003/05/18; desk; CEO; 73; financial ruin; relationship; heart attack; Hank Fluss; Sten Sanjorge, Sr.; environmental causes; Sten Sanjorge, Jr.; 12 grandchildren.; Tethys; GAStech International; 5 children; Beatriz Fluss",91
791,Sten Sanjorge Jr.; GAStech employees; Rebecca Cato; government officials; Kronos; Tiskele Bend site; Elodis; Sten Sanjorge Jr.; Abila; GAStech International,256
792,"Ingmar Casablancas; Contamination; Kronos; Clean-up; Alleged Charges; Clean, Safe, Prosperous; Safeguards; Oversight; Work Place; Wellness for All (WFA); GAStech International; Unfounded",54
793,"Drilling; break; Contamination; building; Protests; operate; windows; chain; common citizen.; trespass; door; city; Health Standards; Sten Sanjorge, Jr.; GAStech International; person; end goal; private property; Government of Kronos; business; accomplish; Signs; GAStech; cars; willing; GAS; Protectors of Kronos; Kronos; Ten POK protesters; fear; Chanting; Terrorists",307
794,East Pier; Government; Container Ships; Port of Abila; Abila; 1993/09/19; Director Claudio Morluniau; Import and Export Trade; GAStech International,46
795,Concern; Corruption; Government; Udawalawe Reservoir; organize; diseases; Protests; Fatboy Slim; President Dorel Kapelou II; The Road to Ruin; Primrose Hill; government; Abilia; civil servant; Beverley Martyn; mortal interference current; GAStech; Environmental Legacies; country.; Island Records; Rubber Balls; Sri Lanka; Uva Provinces; cities; pressing meeting; Abila; Kronosian; jets; Order; protests; Change; Udawalawe National Park; higher control; citizens; Compound; Palookaville; Teargas; terrorist; Politicians; 30 June 1972; Martyn; Negligence; reject; Danny Thompson; Hope; John; Road to Ruin; peace; GAStech; peaceful; Sabaragamuwa; Kronos; Walawe River; Colombo; People; Smoke; Presidency; Tethys; violent,368
796,Government; Foodstuffs; finally; foodstuffs; Abila; POK; government; Sten Sanjorge; Fuel; GASTech; Interview; Supermarket; Fuel; Abila; Kronosian; engage; Environmental group; capacity; taken; Dissatisfaction; Karel; prices; Policy; President; now; Action; Elian Karel; Activist; coat; Waiting; GAStech; violence; Kronos; Island; clear; Pressure; High; Prices; Scale; Aright things,565
797,Udawalawe Reservoir; Fatboy Slim; Cold; The Road to Ruin; government; Primrose Hill; Team-Member; Spectators; Delivery Boats; Shore; 2010/03/05; 41 years; Beverley Martyn; Kapalou Cup; pressure; Island Records; Uva Provinces; Sri Lanka; abandonment; race; investigations; Abila; protests; boat; Udawalawe National Park; Life Raft; contact; minor damage; captain; Palookaville; John Martyn; Martyn; 30 June 1972; Beverley; Danny Thompson; Karel Kapelou II; John; Road to Ruin; Presidential Ship; presidential office; Sabaragamuwa; Kronos; Walawe River; Colombo; Petra Hohimae,337
798,Tethian; Frustrated; Transparency; Envisaged.; Address; Driver; Far; Luxury Goods; Economic Environment; Long Answer; European Value; Elodis; President; Access to Markets; Kronosian; Eighties; Spirits; Foreign; Impose; Victory; Hearts; Foreign Companies; Culture; Taxi; Overseas Markets; President; Foreign Presidents; Experiment; Personnel; Population; Communication; Insecurity; GAStech; Note; Yes/No; Kronos; Responsability; Confused; Competition; People; Kronosians; Tethys,888
799,environmental questions; front; 10 year old; larger gathering; POK; windows; day; Island Records; handling; Sri Lanka; Abilians; skirmishes; younger protestateurs; more destructive activities; giant international person; blocked roads; John; top; conservative; peace; attacks; police force; traffic; 2012/06/21; spokesman; help; Tuesday; Udawalawe Reservoir; Fatboy Slim; Juliana Vann; criminals; Udawalawe National Park; Palookaville; 30 June 1972; Danny Thompson; giant; became more agitated; GAStech; troops; undisciplined crowd; Colombo; solidarity; access; diseases; reinforcements; government; Primrose Hill; presidential manor; started peacefully; Beverley Martyn; attacking; rest; Uva Provinces; sensational; Abila; teargas; Martyn; safety; guards; crowd; law; breaking; Road to Ruin; peaceful; Sabaragamuwa; Kronos; protesters; violent; The Road to Ruin; sector; capital building; gatherings; World Journal; plundering; minor damage; Elian Karel; undisciplined; vandalism; safety; posterior; vandalizing; Walawe River; vehicles; buildings; presidential farm,768
800,research; sources; POK; disappeared; Ada Campo-Corrente; GASTech; CIO; John Rathburn; news; Foreign Affairs; unexplained; Asterian; Abila; Willem Vasco-Pais; Tethan; $20 million; Sanjorge; ministry; meeting; personnel; Orhan Strum; released.; APA; employed; President; local organizations; CFO; list; signal; execs; police force; Kronos; offices; registered offices; ministry; fire; discovered; Tethys; Barranco,338
801,Government; Energy; Knowledge; Glasgow; Sten Sanjorge; Hyperacides; Exhaustion; Oil; Exploration; Techniques; Sea; GAStech; Tethys continuous; Seventies; Raw materials; Production; Company; Long gas expertise; World Journal; Tethan; Force; Industry; Energy production; Sanjorge; Centrum; Substrate; 1982/10/04; Oil precipitations; Hyperacides; Investment; Gas; Gas industry; GAStech; Scotland; North; Center; 1982/10; Intellectual property; Truck-driver; Tethys; Displacement,1092
802,GAStech; police force; Adian Koppolis; Kronos; Calistermi; 2007/03/20; Elodis; Abila; 25 year old truck,259
803,times; brace-towards; POK; government; preoccupations; Anti-terrorism; member; Rufus Drymiau; continue; Abila; Police force; Violence; groups; protests; government of Kronos; illegitimate; P; added; added; top; Kronos de Kronos; people; Terrorism; Kronos; decision; deaden; Tethys; Treaty,664
804,"Certainty; Tethys; Sten Sanjorge, Jr; oil and gas sites; State the charges; Workmen; Medical center; Wire-drawer; infrastructure; Europe; Black Sea; planes; Gymnastics; Eco-hostile past; Capacity; Eastern Kronos; Cows; Mediterranean area; private fleet; Executives; Rooms; West; Repaired; Communities; Ambitions; Investors; Medical care; Kronosian; private; personnel; energy; Therapy; Profit; Food; Employees; Gas of provisioning; towns of company; Remainder; employees; transport; sites; Marble-striped; GAStech; Manner; Government of Kronosian; Pigs; Entertainment; GAStech TV; Kronos; Holidays; Gas of the Eastern gas layers; Reputation; 2013/02/24; actuating; fleet; Businesses of the drain; Current situation; Farms; International investors; distances",422
805,"Source: World Journal; paranoia; suicide; Asteria; drug; mental health; publication; insecticides; Loblaw; Asterian; criminal companies; hallucinations; terrorist; APA; violent behavior; 2014/03/26; monitoring; October 21, 2013; drug of originator.; Flower of Tulip; Arise; cleaning product; left civils servant; Interpol; MDMC; Tethys Counterdrug; monitoring; youth; Web sites; Spice Dreams; Robert Loblaw; Tethys; Cotton Sugar; suspicious forwardings",355
806,"Jim; Relief of disaster; Government; Malaysia; Agencies of assistance; basic needs; Turkey; conflict in Kosovo; Dr. Mahmed; Singapore WORRYING; Assistance; Victims of earthquake; UNO; September; Convoys; Dr. Jayala Mahmed; Singapore; Health for all; medical departments; Relief; Rescue squads; Central Taiwan; Convoys of food; Richter; Convoys; Funds; Kosovo; Attacks; Spokesman; 15 million people; humanitarian businesses; mobile medical care; Earthquake; Civils servant; Coordinated; FoodSupport charity; Izmit, Turkey",344
807,investment; activity; production; annual investigation; Jecovic; civils servant; structural test drilling; North America; government; fields; six years; Jules Jecovic; one year; fraction; The capital; gas; World Journal; K3.5bn; The access; 15%; 2012/02/21; energy; record; K30; Norway; The availability; exploration; K17; top; The ministry.; oil; GAStech; Kronos; barrels; K2bn; The equipment; 26 wells; decline; production costs,133
808,"natural gas; gas at sea shale; Function; Technology; break; licenses; Come; European energy; government; Europe; chemicals; 10; Professor Oskar Wertz; communities; vast quantities; know; market; opposition; terrestrial resources; Years; Outside; short run; 30; gas; 20; geology; gas wells; Sten Sanjorge, Jr.; ecologists; ministry; inside; imprisoned; shale; Sanjorge; extraction; drilling; SanJorge; new fossile fuel resources; energy; oil wells; 40; Substrate; acid layers; See; councils; history; Function; Gastech; top; Responsibility; oil; piece buildings.; take off; GAStech; shale gas; difficult negotiations; holder; University of Tethys; Shale gas; Kronos; Decade; Industry; resources; technique; fossile fuel resources; Westerner; local communities; development; sea; projects; damage; opposed; Displacement; slow; marine environments; sea shale gas",659
809,Government; political.; Alicia Bianca; Manufacturers; Stimulant; Cut price; Bianca; agencies; Department of help; Flower of tulip; drug; Law; Name of drug of originator; Sector; Drug; general; Cotton sugar; cotton sugar; cocaine; Ralf trail; Suppliers; city; Authorities; Hospital of Abila; income; insurgent groups; Asterian; Chemical compounds; Prohibition; Clinical data; Selling; Abila; Chemical composition; Toxicology; Sgt; calls; Antonio Arresta; Illegal drugs; month; Therapy; medical calls; Border; department of fire; treat; Cause of death; Package; obtained; Popularity; Overdose; application; sugar cotton; patients; first-responder; people; Active substance; drugs originator; handle; Sweet; police force; Kronos; traffic; Arresta; Hospitals; Council; Spice dreams; Death; Sweet herbs; cocaine; Synthetic marijuana; help; Stage; Chemical; efforts; Herbs; national center of poison,898
810,Government Buildings; Udawalawe Reservoir; environmental issues; Fatboy Slim; The Road to Ruin; POK; emergency law; Primrose Hill; prison; gas giant; three anniversary; Juliana Vann; mysterious death; capital building; Beverley Martyn; Police; Abila police; Uva Provinces; Sri Lanka; Island Records; Gangs of Criminals; Demonstration; Violence; Security Forces; Udawalawe National Park; GAStech international; Roads; Palookaville; Martyn; 30 June 1972; industrial giant; popular leader; Peace; Protesters; Danny Thompson; John; Elian Karel; Road to Ruin; three; Presidential Homestead; Government Spokesmen; Unruly Crowd; Tear Gas; Sabaragamuwa; Skirmishes; Protectors of Kronos; Walawe River; Colombo,512
811,Kronosian government; heavy-handed; POK; government; Political; government; GASTech; Agenda; Social; Sanjorge; Brilliant; growing; Leader; Karel; Elian Karel; island nation; environmental activist group; GAStech; action-based organization; Crowd; GASTech; dissatisfaction; Jail,512
812,"subsidised holidays; Sten Sanjorge, Jr; oil and gas sites; 2013/02/22; private fleet; 2 thousand cows; GAStech empire; Black Sea resorts; energy business; four planes; key employees; company towns; employees; company farms; sites; GAStech; Kronos; infrastructure; 3 thousand pigs; gyms; Tethys; distances",325
813,longer term; offshore shale; European energy; offshore environment; Professor Oskar Wertz; controversy; 1984/05/03; Times; 30; optimistic; explore; Times; estimates; SanJorge; flow; industry; 40; optimistic; Tethys University; next decade; GAStech; Kronos; hyper-acidic substrate removal; offshore shale gas; onshore resources; hyper-acidic substrate; 20; conventional oil and gas wells; commercial,768
814,POK supporters; Political activism; POK; 2009/02/23; frame-up; Wellness for All; Democratic principles; Abila; people; Justice for Juliana; Police headquarters; World Source; Kronos government; Environmental work; Kronos; Protectors of Kronos; concerns; Bombing; Founded in 1997,89
815,natural gas; Energy; Knowledge; Work Boots; planes; Sten Sanjorge; helicopters; Oil; Tethys Gas; Controversial; Teth; Sanjorge Gas; Gas Fields; Chemicals; Sanjorge; Overalls; decades.; Centrum; energy; Energy Producing Area; Energy Boon; Gas Operation; Gas Industry; Gas; Supplies; GAStech; 1982/10/02; Gas Expertise; Intellectual Property; Tethys; Tethan government,549
816,"Access to livelihoods; Deterring; Turkey; 20,000 people; Food convoys; Deterring; September; September earthquake; Convoys; Izmit; Aid agencies; Mobile medical care; Central Taiwan; Jim Cordon; CARING Singapore; Earthquakes; Increase; Healthcare; Funds; Kosovo; 13 people; Food; FoodSupport; Attacks; 15 million people; Buildings; ad-hoc emergency medical teams; People; Aid teams; Richter scale; relief teams",334
